"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 22072298, SEN S/N: 22072298, LBL: Frogspot_Pressure)","Temp, °F (LGR S/N: 22072298, SEN S/N: 22072298, LBL: Frogspot_Temp)","Sensor Depth, meters (LGR S/N: )"
9771,10/14/24 03:50:00 PM,14.8511,73.062,0.196
9772,10/14/24 03:55:00 PM,14.8529,73.062,0.197
9773,10/14/24 04:00:00 PM,14.8495,73.062,0.195
9774,10/14/24 04:05:00 PM,14.8435,73.234,0.191
9775,10/14/24 04:10:00 PM,14.8401,73.234,0.189
9776,10/14/24 04:15:00 PM,14.8456,73.407,0.193
9777,10/14/24 04:20:00 PM,14.8307,73.407,0.182
9778,10/14/24 04:25:00 PM,14.8439,73.407,0.192
9779,10/14/24 04:30:00 PM,14.8378,73.580,0.187
9780,10/14/24 04:35:00 PM,14.8346,73.580,0.185
9781,10/14/24 04:40:00 PM,14.8429,73.580,0.190
9782,10/14/24 04:45:00 PM,14.8411,73.580,0.189
9783,10/14/24 04:50:00 PM,14.8466,73.753,0.193
9784,10/14/24 04:55:00 PM,14.8582,73.753,0.201
9785,10/14/24 05:00:00 PM,14.8565,73.753,0.201
9786,10/14/24 05:05:00 PM,14.8648,73.753,0.208
9787,10/14/24 05:10:00 PM,14.8714,73.753,0.212
9788,10/14/24 05:15:00 PM,14.8632,73.753,0.207
9789,10/14/24 05:20:00 PM,14.8714,73.753,0.213
9790,10/14/24 05:25:00 PM,14.8835,73.926,0.222
9791,10/14/24 05:30:00 PM,14.8719,73.926,0.214
9792,10/14/24 05:35:00 PM,14.8868,73.926,0.224
9793,10/14/24 05:40:00 PM,14.8768,73.926,0.217
9794,10/14/24 05:45:00 PM,14.8835,73.926,0.222
9795,10/14/24 05:50:00 PM,14.8851,73.926,0.223
9796,10/14/24 05:55:00 PM,14.8819,73.926,0.221
9797,10/14/24 06:00:00 PM,14.8851,73.926,0.223
9798,10/14/24 06:05:00 PM,14.8819,73.926,0.222
9799,10/14/24 06:10:00 PM,14.8851,73.926,0.224
9800,10/14/24 06:15:00 PM,14.8902,73.926,0.228
9801,10/14/24 06:20:00 PM,14.8851,73.926,0.224
9802,10/14/24 06:25:00 PM,14.8917,73.926,0.229
9803,10/14/24 06:30:00 PM,14.8868,73.926,0.226
9804,10/14/24 06:35:00 PM,14.8801,73.926,0.221
9805,10/14/24 06:40:00 PM,14.8801,73.926,0.221
9806,10/14/24 06:45:00 PM,14.8780,73.753,0.219
9807,10/14/24 06:50:00 PM,14.8829,73.753,0.223
9808,10/14/24 06:55:00 PM,14.8829,73.753,0.223
9809,10/14/24 07:00:00 PM,14.8746,73.753,0.218
9810,10/14/24 07:05:00 PM,14.8697,73.753,0.214
9811,10/14/24 07:10:00 PM,14.8681,73.753,0.214
9812,10/14/24 07:15:00 PM,14.8693,73.580,0.215
9813,10/14/24 07:20:00 PM,14.8577,73.580,0.207
9814,10/14/24 07:25:00 PM,14.8561,73.580,0.206
9815,10/14/24 07:30:00 PM,14.8461,73.580,0.199
9816,10/14/24 07:35:00 PM,14.8543,73.580,0.205
9817,10/14/24 07:40:00 PM,14.8490,73.407,0.200
9818,10/14/24 07:45:00 PM,14.8423,73.407,0.195
9819,10/14/24 07:50:00 PM,14.8490,73.407,0.199
9820,10/14/24 07:55:00 PM,14.8490,73.407,0.199
9821,10/14/24 08:00:00 PM,14.8490,73.407,0.199
9822,10/14/24 08:05:00 PM,14.8456,73.407,0.198
9823,10/14/24 08:10:00 PM,14.8401,73.234,0.194
9824,10/14/24 08:15:00 PM,14.8417,73.234,0.194
9825,10/14/24 08:20:00 PM,14.8484,73.234,0.199
9826,10/14/24 08:25:00 PM,14.8417,73.234,0.194
9827,10/14/24 08:30:00 PM,14.8401,73.234,0.193
9828,10/14/24 08:35:00 PM,14.8379,73.062,0.191
9829,10/14/24 08:40:00 PM,14.8478,73.062,0.197
9830,10/14/24 08:45:00 PM,14.8462,73.062,0.195
9831,10/14/24 08:50:00 PM,14.8578,73.062,0.204
9832,10/14/24 08:55:00 PM,14.8478,73.062,0.196
9833,10/14/24 09:00:00 PM,14.8490,72.891,0.197
9834,10/14/24 09:05:00 PM,14.8474,72.891,0.195
9835,10/14/24 09:10:00 PM,14.8391,72.891,0.190
9836,10/14/24 09:15:00 PM,14.8474,72.891,0.195
9837,10/14/24 09:20:00 PM,14.8490,72.891,0.195
9838,10/14/24 09:25:00 PM,14.8519,72.718,0.197
9839,10/14/24 09:30:00 PM,14.8551,72.718,0.200
9840,10/14/24 09:35:00 PM,14.8535,72.718,0.198
9841,10/14/24 09:40:00 PM,14.8551,72.718,0.200
9842,10/14/24 09:45:00 PM,14.8568,72.718,0.200
9843,10/14/24 09:50:00 PM,14.8535,72.718,0.198
9844,10/14/24 09:55:00 PM,14.8479,72.545,0.194
9845,10/14/24 10:00:00 PM,14.8513,72.545,0.195
9846,10/14/24 10:05:00 PM,14.8562,72.545,0.198
9847,10/14/24 10:10:00 PM,14.8546,72.545,0.197
9848,10/14/24 10:15:00 PM,14.8529,72.545,0.195
9849,10/14/24 10:20:00 PM,14.8491,72.372,0.192
9850,10/14/24 10:25:00 PM,14.8491,72.372,0.192
9851,10/14/24 10:30:00 PM,14.8458,72.372,0.189
9852,10/14/24 10:35:00 PM,14.8442,72.372,0.188
9853,10/14/24 10:40:00 PM,14.8375,72.372,0.184
9854,10/14/24 10:45:00 PM,14.8353,72.199,0.182
9855,10/14/24 10:50:00 PM,14.8387,72.199,0.184
9856,10/14/24 10:55:00 PM,14.8337,72.199,0.181
9857,10/14/24 11:00:00 PM,14.8337,72.199,0.181
9858,10/14/24 11:05:00 PM,14.8349,72.028,0.182
9859,10/14/24 11:10:00 PM,14.8349,72.028,0.181
9860,10/14/24 11:15:00 PM,14.8282,72.028,0.175
9861,10/14/24 11:20:00 PM,14.8266,72.028,0.174
9862,10/14/24 11:25:00 PM,14.8278,71.856,0.174
9863,10/14/24 11:30:00 PM,14.8294,71.856,0.174
9864,10/14/24 11:35:00 PM,14.8294,71.856,0.174
9865,10/14/24 11:40:00 PM,14.8327,71.856,0.177
9866,10/14/24 11:45:00 PM,14.8305,71.683,0.175
9867,10/14/24 11:50:00 PM,14.8272,71.683,0.173
9868,10/14/24 11:55:00 PM,14.8339,71.683,0.177
9869,10/15/24 12:00:00 AM,14.8339,71.683,0.177
9870,10/15/24 12:05:00 AM,14.8404,71.683,0.182
9871,10/15/24 12:10:00 AM,14.8432,71.512,0.184
9872,10/15/24 12:15:00 AM,14.8400,71.512,0.182
9873,10/15/24 12:20:00 AM,14.8532,71.512,0.192
9874,10/15/24 12:25:00 AM,14.8514,71.512,0.191
9875,10/15/24 12:30:00 AM,14.8526,71.339,0.191
9876,10/15/24 12:35:00 AM,14.8510,71.339,0.190
9877,10/15/24 12:40:00 AM,14.8526,71.339,0.191
9878,10/15/24 12:45:00 AM,14.8526,71.339,0.191
9879,10/15/24 12:50:00 AM,14.8575,71.339,0.194
9880,10/15/24 12:55:00 AM,14.8504,71.168,0.189
9881,10/15/24 01:00:00 AM,14.8537,71.168,0.191
9882,10/15/24 01:05:00 AM,14.8455,71.168,0.185
9883,10/15/24 01:10:00 AM,14.8488,71.168,0.187
9884,10/15/24 01:15:00 AM,14.8400,70.995,0.181
9885,10/15/24 01:20:00 AM,14.8466,70.995,0.186
9886,10/15/24 01:25:00 AM,14.8400,70.995,0.182
9887,10/15/24 01:30:00 AM,14.8400,70.995,0.182
9888,10/15/24 01:35:00 AM,14.8368,70.995,0.180
9889,10/15/24 01:40:00 AM,14.8417,70.995,0.184
9890,10/15/24 01:45:00 AM,14.8334,70.995,0.179
9891,10/15/24 01:50:00 AM,14.8301,70.995,0.176
9892,10/15/24 01:55:00 AM,14.8346,70.824,0.179
9893,10/15/24 02:00:00 AM,14.8246,70.824,0.172
9894,10/15/24 02:05:00 AM,14.8279,70.824,0.175
9895,10/15/24 02:10:00 AM,14.8295,70.824,0.176
9896,10/15/24 02:15:00 AM,14.8313,70.824,0.177
9897,10/15/24 02:20:00 AM,14.8329,70.824,0.178
9898,10/15/24 02:25:00 AM,14.8263,70.824,0.174
9899,10/15/24 02:30:00 AM,14.8274,70.651,0.174
9900,10/15/24 02:35:00 AM,14.8291,70.651,0.176
9901,10/15/24 02:40:00 AM,14.8307,70.651,0.177
9902,10/15/24 02:45:00 AM,14.8307,70.651,0.177
9903,10/15/24 02:50:00 AM,14.8307,70.651,0.177
9904,10/15/24 02:55:00 AM,14.8401,70.480,0.183
9905,10/15/24 03:00:00 AM,14.8285,70.480,0.175
9906,10/15/24 03:05:00 AM,14.8318,70.480,0.177
9907,10/15/24 03:10:00 AM,14.8318,70.480,0.178
9908,10/15/24 03:15:00 AM,14.8368,70.480,0.182
9909,10/15/24 03:20:00 AM,14.8368,70.480,0.182
9910,10/15/24 03:25:00 AM,14.8247,70.308,0.173
9911,10/15/24 03:30:00 AM,14.8313,70.308,0.178
9912,10/15/24 03:35:00 AM,14.8330,70.308,0.180
9913,10/15/24 03:40:00 AM,14.8313,70.308,0.179
9914,10/15/24 03:45:00 AM,14.8231,70.308,0.174
9915,10/15/24 03:50:00 AM,14.8281,70.308,0.178
9916,10/15/24 03:55:00 AM,14.8210,70.137,0.173
9917,10/15/24 04:00:00 AM,14.8176,70.137,0.170
9918,10/15/24 04:05:00 AM,14.8176,70.137,0.170
9919,10/15/24 04:10:00 AM,14.8176,70.137,0.170
9920,10/15/24 04:15:00 AM,14.8110,70.137,0.166
9921,10/15/24 04:20:00 AM,14.8171,69.964,0.170
9922,10/15/24 04:25:00 AM,14.8171,69.964,0.171
9923,10/15/24 04:30:00 AM,14.8121,69.964,0.169
9924,10/15/24 04:35:00 AM,14.8171,69.964,0.173
9925,10/15/24 04:40:00 AM,14.8056,69.964,0.165
9926,10/15/24 04:45:00 AM,14.8105,69.964,0.169
9927,10/15/24 04:50:00 AM,14.8149,69.793,0.173
9928,10/15/24 04:55:00 AM,14.8133,69.793,0.172
9929,10/15/24 05:00:00 AM,14.8115,69.793,0.171
9930,10/15/24 05:05:00 AM,14.8115,69.793,0.171
9931,10/15/24 05:10:00 AM,14.8133,69.793,0.173
9932,10/15/24 05:15:00 AM,14.8127,69.622,0.172
9933,10/15/24 05:20:00 AM,14.8176,69.622,0.175
9934,10/15/24 05:25:00 AM,14.8111,69.622,0.171
9935,10/15/24 05:30:00 AM,14.8144,69.622,0.174
9936,10/15/24 05:35:00 AM,14.8127,69.622,0.173
9937,10/15/24 05:40:00 AM,14.8127,69.622,0.172
9938,10/15/24 05:45:00 AM,14.8155,69.449,0.174
9939,10/15/24 05:50:00 AM,14.8139,69.449,0.173
9940,10/15/24 05:55:00 AM,14.8155,69.449,0.174
9941,10/15/24 06:00:00 AM,14.8072,69.449,0.168
9942,10/15/24 06:05:00 AM,14.8133,69.278,0.172
9943,10/15/24 06:10:00 AM,14.8101,69.278,0.169
9944,10/15/24 06:15:00 AM,14.8084,69.278,0.167
9945,10/15/24 06:20:00 AM,14.8052,69.278,0.164
9946,10/15/24 06:25:00 AM,14.8068,69.278,0.166
9947,10/15/24 06:30:00 AM,14.8012,69.107,0.163
9948,10/15/24 06:35:00 AM,14.7979,69.107,0.161
9949,10/15/24 06:40:00 AM,14.7947,69.107,0.157
9950,10/15/24 06:45:00 AM,14.7947,69.107,0.157
9951,10/15/24 06:50:00 AM,14.7892,68.934,0.153
9952,10/15/24 06:55:00 AM,14.7925,68.934,0.155
9953,10/15/24 07:00:00 AM,14.7825,68.934,0.148
9954,10/15/24 07:05:00 AM,14.7843,68.934,0.149
9955,10/15/24 07:10:00 AM,14.7843,68.934,0.149
9956,10/15/24 07:15:00 AM,14.7837,68.763,0.148
9957,10/15/24 07:20:00 AM,14.7804,68.763,0.146
9958,10/15/24 07:25:00 AM,14.7772,68.763,0.144
9959,10/15/24 07:30:00 AM,14.7772,68.763,0.144
9960,10/15/24 07:35:00 AM,14.7750,68.592,0.142
9961,10/15/24 07:40:00 AM,14.7717,68.592,0.140
9962,10/15/24 07:45:00 AM,14.7701,68.592,0.139
9963,10/15/24 07:50:00 AM,14.7650,68.592,0.135
9964,10/15/24 07:55:00 AM,14.7646,68.421,0.134
9965,10/15/24 08:00:00 AM,14.7695,68.421,0.138
9966,10/15/24 08:05:00 AM,14.7661,68.421,0.136
9967,10/15/24 08:10:00 AM,14.7728,68.421,0.140
9968,10/15/24 08:15:00 AM,14.7728,68.421,0.139
9969,10/15/24 08:20:00 AM,14.7744,68.421,0.141
9970,10/15/24 08:25:00 AM,14.7789,68.248,0.144
9971,10/15/24 08:30:00 AM,14.7772,68.248,0.142
9972,10/15/24 08:35:00 AM,14.7756,68.248,0.141
9973,10/15/24 08:40:00 AM,14.7789,68.248,0.144
9974,10/15/24 08:45:00 AM,14.7821,68.248,0.146
9975,10/15/24 08:50:00 AM,14.7789,68.248,0.143
9976,10/15/24 08:55:00 AM,14.7838,68.248,0.146
9977,10/15/24 09:00:00 AM,14.7882,68.077,0.149
9978,10/15/24 09:05:00 AM,14.7833,68.077,0.145
9979,10/15/24 09:10:00 AM,14.7817,68.077,0.143
9980,10/15/24 09:15:00 AM,14.7866,68.077,0.146
9981,10/15/24 09:20:00 AM,14.7817,68.077,0.143
9982,10/15/24 09:25:00 AM,14.7849,68.077,0.144
9983,10/15/24 09:30:00 AM,14.7866,68.077,0.146
9984,10/15/24 09:35:00 AM,14.7882,68.077,0.146
9985,10/15/24 09:40:00 AM,14.7882,68.077,0.145
9986,10/15/24 09:45:00 AM,14.7866,68.077,0.143
9987,10/15/24 09:50:00 AM,14.7882,68.077,0.143
9988,10/15/24 09:55:00 AM,14.7894,67.906,0.144
9989,10/15/24 10:00:00 AM,14.7844,67.906,0.140
9990,10/15/24 10:05:00 AM,14.7844,67.906,0.140
9991,10/15/24 10:10:00 AM,14.7899,68.077,0.144
9992,10/15/24 10:15:00 AM,14.7817,68.077,0.138
9993,10/15/24 10:20:00 AM,14.7860,67.906,0.141
9994,10/15/24 10:25:00 AM,14.7849,68.077,0.140
9995,10/15/24 10:30:00 AM,14.7833,68.077,0.139
9996,10/15/24 10:35:00 AM,14.7849,68.077,0.140
9997,10/15/24 10:40:00 AM,14.7833,68.077,0.138
9998,10/15/24 10:45:00 AM,14.7833,68.077,0.138
9999,10/15/24 10:50:00 AM,14.7833,68.077,0.138
10000,10/15/24 10:55:00 AM,14.7817,68.077,0.136
10001,10/15/24 11:00:00 AM,14.7882,68.077,0.141
10002,10/15/24 11:05:00 AM,14.7882,68.077,0.142
10003,10/15/24 11:10:00 AM,14.7899,68.077,0.144
10004,10/15/24 11:15:00 AM,14.7882,68.077,0.142
10005,10/15/24 11:20:00 AM,14.7949,68.077,0.147
10006,10/15/24 11:25:00 AM,14.7915,68.077,0.145
10007,10/15/24 11:30:00 AM,14.7931,68.077,0.146
10008,10/15/24 11:35:00 AM,14.7965,68.077,0.148
10009,10/15/24 11:40:00 AM,14.7970,68.248,0.149
10010,10/15/24 11:45:00 AM,14.7970,68.248,0.149
10011,10/15/24 11:50:00 AM,14.7953,68.248,0.148
10012,10/15/24 11:55:00 AM,14.8002,68.248,0.152
10013,10/15/24 12:00:00 PM,14.8002,68.248,0.152
10014,10/15/24 12:05:00 PM,14.8020,68.248,0.153
10015,10/15/24 12:10:00 PM,14.8102,68.248,0.160
10016,10/15/24 12:15:00 PM,14.8075,68.421,0.158
10017,10/15/24 12:20:00 PM,14.8091,68.421,0.159
10018,10/15/24 12:25:00 PM,14.8107,68.421,0.160
10019,10/15/24 12:30:00 PM,14.8124,68.421,0.162
10020,10/15/24 12:35:00 PM,14.8205,68.421,0.168
10021,10/15/24 12:40:00 PM,14.8211,68.592,0.169
10022,10/15/24 12:45:00 PM,14.8162,68.592,0.165
10023,10/15/24 12:50:00 PM,14.8211,68.592,0.169
10024,10/15/24 12:55:00 PM,14.8227,68.592,0.170
10025,10/15/24 01:00:00 PM,14.8195,68.592,0.169
10026,10/15/24 01:05:00 PM,14.8200,68.763,0.170
10027,10/15/24 01:10:00 PM,14.8233,68.763,0.172
10028,10/15/24 01:15:00 PM,14.8189,68.934,0.170
10029,10/15/24 01:20:00 PM,14.8140,68.934,0.167
10030,10/15/24 01:25:00 PM,14.8178,69.107,0.170
10031,10/15/24 01:30:00 PM,14.8133,69.278,0.167
10032,10/15/24 01:35:00 PM,14.8101,69.278,0.165
10033,10/15/24 01:40:00 PM,14.8052,69.278,0.162
10034,10/15/24 01:45:00 PM,14.8072,69.449,0.164
10035,10/15/24 01:50:00 PM,14.7940,69.449,0.156
10036,10/15/24 01:55:00 PM,14.7912,69.622,0.155
10037,10/15/24 02:00:00 PM,14.7885,69.793,0.154
10038,10/15/24 02:05:00 PM,14.7851,69.793,0.152
10039,10/15/24 02:10:00 PM,14.7841,69.964,0.152
10040,10/15/24 02:15:00 PM,14.7792,69.964,0.149
10041,10/15/24 02:20:00 PM,14.7780,70.137,0.149
10042,10/15/24 02:25:00 PM,14.7812,70.137,0.152
10043,10/15/24 02:30:00 PM,14.7719,70.308,0.147
10044,10/15/24 02:35:00 PM,14.7708,70.480,0.146
10045,10/15/24 02:40:00 PM,14.7724,70.480,0.148
10046,10/15/24 02:45:00 PM,14.7763,70.651,0.152
10047,10/15/24 02:50:00 PM,14.7801,70.824,0.155
10048,10/15/24 02:55:00 PM,14.7767,70.824,0.153
10049,10/15/24 03:00:00 PM,14.7838,70.995,0.158
10050,10/15/24 03:05:00 PM,14.7844,71.168,0.160
10051,10/15/24 03:10:00 PM,14.7844,71.168,0.160
10052,10/15/24 03:15:00 PM,14.7899,71.339,0.165
10053,10/15/24 03:20:00 PM,14.7949,71.339,0.168
10054,10/15/24 03:25:00 PM,14.7970,71.512,0.170
10055,10/15/24 03:30:00 PM,14.7941,71.683,0.169
10056,10/15/24 03:35:00 PM,14.7941,71.683,0.169
10057,10/15/24 03:40:00 PM,14.8046,71.856,0.177
10058,10/15/24 03:45:00 PM,14.7963,71.856,0.172
10059,10/15/24 03:50:00 PM,14.8063,71.856,0.180
10060,10/15/24 03:55:00 PM,14.8018,72.028,0.177
10061,10/15/24 04:00:00 PM,14.8117,72.028,0.184
10062,10/15/24 04:05:00 PM,14.8073,72.199,0.181
10063,10/15/24 04:10:00 PM,14.8089,72.199,0.183
10064,10/15/24 04:15:00 PM,14.8089,72.199,0.184
10065,10/15/24 04:20:00 PM,14.8111,72.372,0.185
10066,10/15/24 04:25:00 PM,14.8128,72.372,0.187
10067,10/15/24 04:30:00 PM,14.8144,72.372,0.189
10068,10/15/24 04:35:00 PM,14.8166,72.545,0.190
10069,10/15/24 04:40:00 PM,14.8149,72.545,0.190
10070,10/15/24 04:45:00 PM,14.8117,72.545,0.188
10071,10/15/24 04:50:00 PM,14.8171,72.718,0.192
10072,10/15/24 04:55:00 PM,14.8204,72.718,0.195
10073,10/15/24 05:00:00 PM,14.8121,72.718,0.189
10074,10/15/24 05:05:00 PM,14.8188,72.718,0.194
10075,10/15/24 05:10:00 PM,14.8088,72.718,0.187
10076,10/15/24 05:15:00 PM,14.8127,72.891,0.190
10077,10/15/24 05:20:00 PM,14.8160,72.891,0.193
10078,10/15/24 05:25:00 PM,14.8110,72.891,0.189
10079,10/15/24 05:30:00 PM,14.8143,72.891,0.191
10080,10/15/24 05:35:00 PM,14.8110,72.891,0.188
10081,10/15/24 05:40:00 PM,14.8165,73.062,0.192
10082,10/15/24 05:45:00 PM,14.8082,73.062,0.187
10083,10/15/24 05:50:00 PM,14.8131,73.062,0.190
10084,10/15/24 05:55:00 PM,14.8149,73.062,0.192
10085,10/15/24 06:00:00 PM,14.8082,73.062,0.188
10086,10/15/24 06:05:00 PM,14.8099,73.062,0.190
10087,10/15/24 06:10:00 PM,14.8066,73.062,0.187
10088,10/15/24 06:15:00 PM,14.8099,73.062,0.190
10089,10/15/24 06:20:00 PM,14.8060,72.891,0.187
10090,10/15/24 06:25:00 PM,14.8143,72.891,0.193
10091,10/15/24 06:30:00 PM,14.8094,72.891,0.190
10092,10/15/24 06:35:00 PM,14.8127,72.891,0.192
10093,10/15/24 06:40:00 PM,14.8094,72.891,0.190
10094,10/15/24 06:45:00 PM,14.8127,72.891,0.192
10095,10/15/24 06:50:00 PM,14.8105,72.718,0.191
10096,10/15/24 06:55:00 PM,14.8088,72.718,0.190
10097,10/15/24 07:00:00 PM,14.8023,72.718,0.185
10098,10/15/24 07:05:00 PM,14.8039,72.718,0.186
10099,10/15/24 07:10:00 PM,14.8050,72.545,0.187
10100,10/15/24 07:15:00 PM,14.7985,72.545,0.183
10101,10/15/24 07:20:00 PM,14.8001,72.545,0.184
10102,10/15/24 07:25:00 PM,14.7985,72.545,0.183
10103,10/15/24 07:30:00 PM,14.7963,72.372,0.181
10104,10/15/24 07:35:00 PM,14.8012,72.372,0.185
10105,10/15/24 07:40:00 PM,14.8062,72.372,0.189
10106,10/15/24 07:45:00 PM,14.7975,72.199,0.183
10107,10/15/24 07:50:00 PM,14.8073,72.199,0.190
10108,10/15/24 07:55:00 PM,14.8040,72.199,0.187
10109,10/15/24 08:00:00 PM,14.8073,72.199,0.190
10110,10/15/24 08:05:00 PM,14.8068,72.028,0.189
10111,10/15/24 08:10:00 PM,14.8068,72.028,0.190
10112,10/15/24 08:15:00 PM,14.8117,72.028,0.193
10113,10/15/24 08:20:00 PM,14.8134,72.028,0.194
10114,10/15/24 08:25:00 PM,14.8117,72.028,0.193
10115,10/15/24 08:30:00 PM,14.8162,71.856,0.197
10116,10/15/24 08:35:00 PM,14.8195,71.856,0.199
10117,10/15/24 08:40:00 PM,14.8229,71.856,0.201
10118,10/15/24 08:45:00 PM,14.8260,71.856,0.204
10119,10/15/24 08:50:00 PM,14.8278,71.856,0.205
10120,10/15/24 08:55:00 PM,14.8256,71.683,0.204
10121,10/15/24 09:00:00 PM,14.8272,71.683,0.205
10122,10/15/24 09:05:00 PM,14.8371,71.683,0.212
10123,10/15/24 09:10:00 PM,14.8321,71.683,0.208
10124,10/15/24 09:15:00 PM,14.8321,71.683,0.209
10125,10/15/24 09:20:00 PM,14.8371,71.683,0.212
10126,10/15/24 09:25:00 PM,14.8388,71.683,0.213
10127,10/15/24 09:30:00 PM,14.8355,71.683,0.211
10128,10/15/24 09:35:00 PM,14.8437,71.683,0.217
10129,10/15/24 09:40:00 PM,14.8388,71.683,0.214
10130,10/15/24 09:45:00 PM,14.8504,71.683,0.222
10131,10/15/24 09:50:00 PM,14.8471,71.683,0.220
10132,10/15/24 09:55:00 PM,14.8504,71.683,0.222
10133,10/15/24 10:00:00 PM,14.8421,71.683,0.216
10134,10/15/24 10:05:00 PM,14.8371,71.683,0.213
10135,10/15/24 10:10:00 PM,14.8388,71.683,0.214
10136,10/15/24 10:15:00 PM,14.8317,71.512,0.209
10137,10/15/24 10:20:00 PM,14.8400,71.512,0.215
10138,10/15/24 10:25:00 PM,14.8333,71.512,0.211
10139,10/15/24 10:30:00 PM,14.8284,71.512,0.207
10140,10/15/24 10:35:00 PM,14.8185,71.512,0.200
10141,10/15/24 10:40:00 PM,14.8284,71.512,0.207
10142,10/15/24 10:45:00 PM,14.8300,71.512,0.209
10143,10/15/24 10:50:00 PM,14.8250,71.512,0.205
10144,10/15/24 10:55:00 PM,14.8234,71.512,0.204
10145,10/15/24 11:00:00 PM,14.8217,71.512,0.203
10146,10/15/24 11:05:00 PM,14.8201,71.512,0.202
10147,10/15/24 11:10:00 PM,14.8185,71.512,0.201
10148,10/15/24 11:15:00 PM,14.8168,71.512,0.200
10149,10/15/24 11:20:00 PM,14.8185,71.512,0.201
10150,10/15/24 11:25:00 PM,14.8201,71.512,0.202
10151,10/15/24 11:30:00 PM,14.8201,71.512,0.202
10152,10/15/24 11:35:00 PM,14.8136,71.512,0.198
10153,10/15/24 11:40:00 PM,14.8201,71.512,0.203
10154,10/15/24 11:45:00 PM,14.8163,71.339,0.200
10155,10/15/24 11:50:00 PM,14.8163,71.339,0.200
10156,10/15/24 11:55:00 PM,14.8114,71.339,0.197
10157,10/16/24 12:00:00 AM,14.8130,71.339,0.198
10158,10/16/24 12:05:00 AM,14.8146,71.339,0.196
10159,10/16/24 12:10:00 AM,14.8081,71.339,0.192
10160,10/16/24 12:15:00 AM,14.8130,71.339,0.196
10161,10/16/24 12:20:00 AM,14.8130,71.339,0.196
10162,10/16/24 12:25:00 AM,14.8163,71.339,0.198
10163,10/16/24 12:30:00 AM,14.8114,71.339,0.193
10164,10/16/24 12:35:00 AM,14.8081,71.339,0.192
10165,10/16/24 12:40:00 AM,14.8014,71.339,0.188
10166,10/16/24 12:45:00 AM,14.8063,71.339,0.191
10167,10/16/24 12:50:00 AM,14.8047,71.339,0.189
10168,10/16/24 12:55:00 AM,14.7998,71.339,0.185
10169,10/16/24 01:00:00 AM,14.7998,71.339,0.185
10170,10/16/24 01:05:00 AM,14.7998,71.339,0.185
10171,10/16/24 01:10:00 AM,14.7998,71.339,0.185
10172,10/16/24 01:15:00 AM,14.7998,71.339,0.185
10173,10/16/24 01:20:00 AM,14.7949,71.339,0.182
10174,10/16/24 01:25:00 AM,14.7931,71.339,0.180
10175,10/16/24 01:30:00 AM,14.7882,71.339,0.175
10176,10/16/24 01:35:00 AM,14.7915,71.339,0.177
10177,10/16/24 01:40:00 AM,14.7899,71.339,0.176
10178,10/16/24 01:45:00 AM,14.7909,71.168,0.176
10179,10/16/24 01:50:00 AM,14.7860,71.168,0.173
10180,10/16/24 01:55:00 AM,14.7909,71.168,0.176
10181,10/16/24 02:00:00 AM,14.7878,71.168,0.172
10182,10/16/24 02:05:00 AM,14.7894,71.168,0.173
10183,10/16/24 02:10:00 AM,14.7943,71.168,0.176
10184,10/16/24 02:15:00 AM,14.7878,71.168,0.171
10185,10/16/24 02:20:00 AM,14.7943,71.168,0.175
10186,10/16/24 02:25:00 AM,14.7921,70.995,0.173
10187,10/16/24 02:30:00 AM,14.7921,70.995,0.172
10188,10/16/24 02:35:00 AM,14.7905,70.995,0.171
10189,10/16/24 02:40:00 AM,14.7872,70.995,0.169
10190,10/16/24 02:45:00 AM,14.7888,70.995,0.170
10191,10/16/24 02:50:00 AM,14.7838,70.995,0.166
10192,10/16/24 02:55:00 AM,14.7872,70.995,0.169
10193,10/16/24 03:00:00 AM,14.7773,70.995,0.162
10194,10/16/24 03:05:00 AM,14.7883,70.824,0.169
10195,10/16/24 03:10:00 AM,14.7834,70.824,0.165
10196,10/16/24 03:15:00 AM,14.7850,70.824,0.165
10197,10/16/24 03:20:00 AM,14.7850,70.824,0.165
10198,10/16/24 03:25:00 AM,14.7767,70.824,0.159
10199,10/16/24 03:30:00 AM,14.7846,70.651,0.163
10200,10/16/24 03:35:00 AM,14.7828,70.651,0.162
10201,10/16/24 03:40:00 AM,14.7812,70.651,0.161
10202,10/16/24 03:45:00 AM,14.7862,70.651,0.164
10203,10/16/24 03:50:00 AM,14.7828,70.651,0.162
10204,10/16/24 03:55:00 AM,14.7856,70.480,0.164
10205,10/16/24 04:00:00 AM,14.7873,70.480,0.165
10206,10/16/24 04:05:00 AM,14.7889,70.480,0.166
10207,10/16/24 04:10:00 AM,14.7956,70.480,0.169
10208,10/16/24 04:15:00 AM,14.7901,70.308,0.165
10209,10/16/24 04:20:00 AM,14.7999,70.308,0.171
10210,10/16/24 04:25:00 AM,14.7966,70.308,0.169
10211,10/16/24 04:30:00 AM,14.8049,70.308,0.175
10212,10/16/24 04:35:00 AM,14.8027,70.137,0.173
10213,10/16/24 04:40:00 AM,14.8110,70.137,0.179
10214,10/16/24 04:45:00 AM,14.8044,70.137,0.174
10215,10/16/24 04:50:00 AM,14.8127,70.137,0.180
10216,10/16/24 04:55:00 AM,14.8188,69.964,0.183
10217,10/16/24 05:00:00 AM,14.8155,69.964,0.179
